Costo,Tiempo
2.5455132345086895e-05,0.14629244804382324
2.5455132345086895e-05,0.152268648147583
2.5455132345086895e-05,0.15070819854736328
2.5455132345086895e-05,0.15326595306396484
2.5455132345086895e-05,0.14981460571289062
118.43836006957031,0.15776443481445312
0.12337461875267763,0.15175485610961914
2.5455132345086895e-05,0.14859700202941895
118.43836006957031,0.17568325996398926
2.5455132345086895e-05,0.15080475807189941
2.5455132345086895e-05,0.14932847023010254
2.5455132345086895e-05,0.15137457847595215
2.5455132345086895e-05,0.18985676765441895
2.5455132345086895e-05,0.15245866775512695
2.5455132345086895e-05,0.14870452880859375
16.370540975245206,0.1518247127532959
2.5455132345086895e-05,0.14971280097961426
2.5455132345086895e-05,0.15036678314208984
2.5455132345086895e-05,0.14982891082763672
2.5455132345086895e-05,0.15135812759399414
118.43836006957025,0.14823102951049805
2.5455132345086895e-05,0.14843273162841797
118.43836006957031,0.14874792098999023
2.5455132345086895e-05,0.15045499801635742
118.43836006957031,0.15217161178588867
183.7808084233338,0.14989042282104492
2.5455132345086895e-05,0.16357922554016113
26.282318153981407,0.15143299102783203
2.5455132345086895e-05,0.15185141563415527
2.5455132345086895e-05,0.15011048316955566
